year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
1982,Kuwait,12.0,Yussef Al-Suwayed,MF,MF,1958-09-20,23.0,Kazma,,,
1982,Kuwait,13.0,Mubarak Marzouq,DF,DF,1961-01-01,21.0,Al Tadamun,,,
1982,Kuwait,14.0,Abdullah Mayouf,DF,DF,1953-12-03,28.0,Kazma,,,
1982,Kuwait,15.0,Sami Al-Hashash,DF,DF,1959-09-15,22.0,Al-Arabi,,,
1982,Kuwait,16.0,Faisal Al-Dakhil,FW,FW,1957-08-13,24.0,Al-Qadsia,,,
1982,Kuwait,17.0,Hamoud Al-Shemmari,DF,DF,1960-09-26,21.0,Kazma,,,
1982,Kuwait,18.0,Mohammed Karam,MF,MF,1955-01-01,27.0,Al-Arabi,,,
1982,Kuwait,19.0,Muayad Al-Haddad,FW,FW,1960-01-01,22.0,Khaitan,,,
1982,Kuwait,20.0,Abdulaziz Al-Buloushi,FW,FW,1962-12-04,19.0,Al-Qadsia,,,
1982,Kuwait,21.0,Adam Marjan,GK,GK,1957-09-23,24.0,Kazma,,,
1982,Kuwait,22.0,Jasem Bahman,GK,GK,1958-02-15,24.0,Al-Qadsia,,,
1982,New Zealand,1.0,Richard Wilson,GK,GK,1956-05-08,26.0,Preston Macedonia,,,
1982,New Zealand,2.0,Glenn Dods,DF,DF,1957-07-07,24.0,Adelaide City,,,
1982,New Zealand,3.0,Ricki Herbert,DF,DF,1961-04-10,21.0,Mount Wellington,,,
1982,New Zealand,4.0,Brian Turner,MF,MF,1949-07-31,32.0,Gisborne City,,,
1982,New Zealand,5.0,Dave Bright,DF,DF,1949-11-29,32.0,Manurewa,,,
1982,New Zealand,6.0,Bobby Almond,DF,DF,1951-04-16,31.0,Invercargill Thistle,,,
1982,New Zealand,7.0,Wynton Rufer,FW,FW,1962-12-29,19.0,Miramar Rangers,,,
1982,New Zealand,8.0,Duncan Cole,MF,MF,1958-07-12,23.0,Hanimex United,,,
1982,New Zealand,9.0,Steve Wooddin,FW,FW,1955-01-16,27.0,South Melbourne,,,
1982,New Zealand,10.0,Steve Sumner,MF,MF,1955-04-02,27.0,West Adelaide Hellas,,,
1982,New Zealand,11.0,Sam Malcolmson,DF,DF,1948-04-02,34.0,East Coast Bays,,,
1982,New Zealand,12.0,Keith MacKay,MF,MF,1956-12-08,25.0,Gisborne City,,,
1982,New Zealand,13.0,Kenny Cresswell,MF,MF,1958-06-04,24.0,Gisborne City,,,
1982,New Zealand,14.0,Adrian Elrick,DF,DF,1949-09-29,32.0,Hanimex United,,,
1982,New Zealand,15.0,John Hill,DF,DF,1950-01-07,32.0,Gisborne City,,,
1982,New Zealand,16.0,Glen Adam,DF,DF,1959-05-22,23.0,Mount Wellington,,,
1982,New Zealand,17.0,Allan Boath,MF,MF,1958-02-14,24.0,West Adelaide Hellas,,,
1982,New Zealand,18.0,Peter Simonsen,MF,MF,1959-04-17,23.0,Manurewa,,,
1982,New Zealand,19.0,Billy McClure,MF,MF,1958-01-04,24.0,Mount Wellington,,,
1982,New Zealand,20.0,Grant Turner,MF,MF,1958-10-07,23.0,Gisborne City,,,
1982,New Zealand,21.0,Barry Pickering,GK,GK,1956-12-12,25.0,Miramar Rangers,,,
1982,New Zealand,22.0,Frank van Hattum,GK,GK,1958-11-17,23.0,Manurewa,,,
1982,Northern Ireland,1.0,Pat Jennings,GK,GK,1945-06-12,37.0,Arsenal,England,,
1982,Northern Ireland,2.0,Jimmy Nicholl,DF,DF,1956-02-28,26.0,Toronto Blizzard,,,
1982,Northern Ireland,3.0,Mal Donaghy,DF,DF,1957-09-13,24.0,Luton Town,,,
1982,Northern Ireland,4.0,David McCreery,MF,MF,1957-09-16,24.0,Tulsa Roughnecks,,,
1982,Northern Ireland,5.0,Chris Nicholl,DF,DF,1946-10-12,35.0,Southampton,England,,
1982,Northern Ireland,6.0,John O'Neill,DF,DF,1958-03-11,24.0,Leicester City,England,,
1982,Northern Ireland,7.0,Noel Brotherston,FW,FW,1956-11-18,25.0,Blackburn Rovers,England,,
1982,Northern Ireland,8.0,Martin O'Neill,MF,MF,1952-03-01,30.0,Norwich City,England,,
1982,Northern Ireland,9.0,Gerry Armstrong,FW,FW,1954-05-23,28.0,Watford,England,,
1982,Northern Ireland,10.0,Sammy McIlroy,FW,FW,1954-08-02,27.0,Stoke City,England,,
1982,Northern Ireland,11.0,Billy Hamilton,FW,FW,1957-05-09,25.0,Burnley,England,,
1982,Northern Ireland,12.0,John McClelland,DF,DF,1955-12-07,26.0,Rangers,Scotland,,
1982,Northern Ireland,13.0,Sammy Nelson,DF,DF,1949-04-01,33.0,Brighton & Hove Albion,England,,
1982,Northern Ireland,14.0,Tommy Cassidy,MF,MF,1950-11-18,31.0,Burnley,England,,
1982,Northern Ireland,15.0,Tommy Finney,MF,MF,1952-11-06,29.0,Cambridge United,,,
1982,Northern Ireland,16.0,Norman Whiteside,FW,FW,1965-05-07,17.0,Manchester United,England,,
1982,Northern Ireland,17.0,Jim Platt,GK,GK,1952-01-26,30.0,Middlesbrough,England,,
1982,Northern Ireland,18.0,Johnny Jameson,MF,MF,1958-03-11,24.0,Glentoran,Northern Ireland,,
1982,Northern Ireland,19.0,Felix Healy,FW,FW,1955-09-27,26.0,Coleraine,,,
1982,Northern Ireland,20.0,Jim Cleary,MF,MF,1956-05-27,26.0,Glentoran,Northern Ireland,,
1982,Northern Ireland,21.0,Bobby Campbell,FW,FW,1956-09-13,25.0,Bradford City,,,
1982,Northern Ireland,22.0,George Dunlop,GK,GK,1956-01-16,26.0,Linfield,Northern Ireland,,
1982,Peru,1.0,Eusebio Acasuzo,GK,GK,1952-04-08,30.0,Universitario,Peru,,
1982,Peru,2.0,Jaime Duarte,DF,DF,1955-02-27,27.0,Alianza Lima,Peru,,
1982,Peru,3.0,Salvador Salguero,DF,DF,1951-08-10,30.0,Alianza Lima,Peru,,
1982,Peru,4.0,Hugo Gastulo,DF,DF,1958-01-09,24.0,Universitario,Peru,,
1982,Peru,5.0,Germán Leguía,MF,MF,1954-01-02,28.0,Universitario,Peru,,
1982,Peru,6.0,José Velásquez,MF,MF,1952-06-04,30.0,Independiente Medellín,Colombia,,
1982,Peru,7.0,Gerónimo Barbadillo,FW,FW,1952-09-24,29.0,UANL,,,
1982,Peru,8.0,César Cueto,MF,MF,1952-06-16,29.0,Atlético Nacional,Colombia,,
1982,Peru,9.0,Julio César Uribe,MF,MF,1958-05-09,24.0,Sporting Cristal,Peru,,
1982,Peru,10.0,Teófilo Cubillas,MF,MF,1949-03-08,33.0,Fort Lauderdale Strikers,,,
1982,Peru,11.0,Juan Carlos Oblitas,FW,FW,1951-02-16,31.0,Seraing,,,
1982,Peru,12.0,José González,GK,GK,1954-07-10,27.0,Alianza Lima,Peru,,
1982,Peru,13.0,Oscar Arizaga,MF,MF,1957-08-20,24.0,Atlético Chalaco,,,
1982,Peru,14.0,Miguel Gutiérrez,MF,MF,1956-11-19,25.0,Sporting Cristal,Peru,,
1982,Peru,15.0,Rubén Toribio Díaz,DF,DF,1952-04-17,30.0,Sporting Cristal,Peru,,
1982,Peru,16.0,Jorge Olaechea,DF,DF,1956-08-27,25.0,Alianza Lima,Peru,,
1982,Peru,17.0,Franco Navarro,FW,FW,1961-11-10,20.0,Deportivo Municipal,,,
1982,Peru,18.0,Eduardo Malásquez,MF,MF,1957-10-13,24.0,Deportivo Municipal,,,
1982,Peru,19.0,Guillermo La Rosa,FW,FW,1952-06-06,30.0,Atlético Nacional,Colombia,,
1982,Peru,20.0,Percy Rojas,FW,FW,1949-09-16,32.0,Seraing,,,
1982,Peru,21.0,Ramón Quiroga,GK,GK,1950-07-23,31.0,Sporting Cristal,Peru,,
1982,Peru,22.0,Luis Reyna,MF,MF,1959-05-16,23.0,Sporting Cristal,Peru,,
1982,Poland,1.0,Józef Młynarczyk,GK,GK,1953-09-20,28.0,Widzew Łódź,Poland,,
1982,Poland,2.0,Marek Dziuba,DF,DF,1955-12-19,26.0,ŁKS Łódź,,,
1982,Poland,3.0,Janusz Kupcewicz,MF,MF,1955-12-09,26.0,Arka Gdynia,,,
1982,Poland,4.0,Tadeusz Dolny,DF,DF,1958-05-07,24.0,Górnik Zabrze,Poland,,
1982,Poland,5.0,Paweł Janas,DF,DF,1953-03-04,29.0,Legia Warsaw,Poland,,
1982,Poland,6.0,Piotr Skrobowski,DF,DF,1961-10-16,20.0,Wisła Kraków,Poland,,
1982,Poland,7.0,Jan Jałocha,DF,DF,1957-07-18,24.0,Wisła Kraków,Poland,,
1982,Poland,8.0,Waldemar Matysik,MF,MF,1961-09-27,20.0,Górnik Zabrze,Poland,,
1982,Poland,9.0,Władysław Żmuda,DF,DF,1954-06-06,28.0,Widzew Łódź,Poland,,
1982,Poland,10.0,Stefan Majewski,DF,DF,1956-01-31,26.0,Legia Warsaw,Poland,,
1982,Poland,11.0,Włodzimierz Smolarek,FW,FW,1957-07-16,24.0,Widzew Łódź,Poland,,
1982,Poland,12.0,Roman Wójcicki,DF,DF,1958-01-08,24.0,Śląsk Wrocław,,,
1982,Poland,13.0,Andrzej Buncol,MF,MF,1959-09-21,22.0,Legia Warsaw,Poland,,
1982,Poland,14.0,Andrzej Pałasz,MF,MF,1960-07-22,21.0,Górnik Zabrze,Poland,,
1982,Poland,15.0,Włodzimierz Ciołek,FW,FW,1956-03-24,26.0,Stal Mielec,,,
1982,Poland,16.0,Grzegorz Lato,FW,FW,1950-04-08,32.0,Lokeren,Belgium,,
1982,Poland,17.0,Andrzej Szarmach,FW,FW,1950-10-03,31.0,Auxerre,France,,
1982,Poland,18.0,Marek Kusto,FW,FW,1954-04-29,28.0,Legia Warsaw,Poland,,
1982,Poland,19.0,Andrzej Iwan,FW,FW,1959-11-10,22.0,Wisła Kraków,Poland,,
1982,Poland,20.0,Zbigniew Boniek,FW,FW,1956-03-03,26.0,Widzew Łódź,Poland,,
1982,Poland,21.0,Jacek Kazimierski,GK,GK,1959-08-17,22.0,Legia Warsaw,Poland,,
1982,Poland,22.0,Piotr Mowlik,GK,GK,1951-04-21,31.0,Lech Poznań,Poland,,
1982,Scotland,1.0,Alan Rough,GK,GK,1951-11-25,30.0,Partick Thistle,,,
1982,Scotland,2.0,Danny McGrain (captain[2]),DF,DF,1950-05-01,32.0,Celtic,Scotland,,
1982,Scotland,3.0,Frank Gray,DF,DF,1954-10-27,27.0,Leeds United,England,,
1982,Scotland,4.0,Graeme Souness,MF,MF,1953-05-06,29.0,Liverpool,England,,
1982,Scotland,5.0,Alan Hansen,DF,DF,1955-06-13,27.0,Liverpool,England,,
1982,Scotland,6.0,Willie Miller,DF,DF,1955-05-02,27.0,Aberdeen,Scotland,,
1982,Scotland,7.0,Gordon Strachan,MF,MF,1957-02-09,25.0,Aberdeen,Scotland,,
1982,Scotland,8.0,Kenny Dalglish,FW,FW,1951-03-04,31.0,Liverpool,England,,
1982,Scotland,9.0,Alan Brazil,FW,FW,1959-06-15,22.0,Ipswich Town,England,,
1982,Scotland,10.0,John Wark,MF,MF,1957-08-04,24.0,Ipswich Town,England,,
1982,Scotland,11.0,John Robertson,MF,MF,1953-01-20,29.0,Nottingham Forest,England,,
1982,Scotland,12.0,George Wood,GK,GK,1952-09-26,29.0,Arsenal,England,,
1982,Scotland,13.0,Alex McLeish,DF,DF,1959-01-21,23.0,Aberdeen,Scotland,,
1982,Scotland,14.0,David Narey,DF,DF,1956-06-12,26.0,Dundee United,Scotland,,
1982,Scotland,15.0,Joe Jordan,FW,FW,1951-12-15,30.0,Milan,Italy,,
1982,Scotland,16.0,Asa Hartford,MF,MF,1950-10-24,31.0,Manchester City,England,,
1982,Scotland,17.0,Allan Evans,DF,DF,1956-10-12,25.0,Aston Villa,England,,
1982,Scotland,18.0,Steve Archibald,FW,FW,1956-09-27,25.0,Tottenham Hotspur,England,,
1982,Scotland,19.0,Paul Sturrock,FW,FW,1956-10-10,25.0,Dundee United,Scotland,,
1982,Scotland,20.0,Davie Provan,MF,MF,1956-05-08,26.0,Celtic,Scotland,,
1982,Scotland,21.0,George Burley,DF,DF,1956-06-03,26.0,Ipswich Town,England,,
1982,Scotland,22.0,Jim Leighton,GK,GK,1958-07-24,23.0,Aberdeen,Scotland,,
1982,Soviet Union,1.0,Rinat Dasayev,GK,GK,1957-06-13,25.0,Spartak Moscow,Russia,,
1982,Soviet Union,2.0,Tengiz Sulakvelidze,DF,DF,1956-07-23,25.0,Dinamo Tbilisi,Georgia,,
1982,Soviet Union,3.0,Aleksandr Chivadze,DF,DF,1955-04-08,27.0,Dinamo Tbilisi,Georgia,,
1982,Soviet Union,4.0,Vagiz Khidiyatullin,DF,DF,1959-03-03,23.0,CSKA Moscow,Russia,,
1982,Soviet Union,5.0,Sergei Baltacha,DF,DF,1958-02-17,24.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,6.0,Anatoliy Demyanenko,DF,DF,1959-02-19,23.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,7.0,Ramaz Shengelia,FW,FW,1957-01-01,25.0,Dinamo Tbilisi,Georgia,,
1982,Soviet Union,8.0,Volodymyr Bessonov,MF,MF,1958-03-05,24.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,9.0,Yuri Gavrilov,MF,MF,1953-05-03,29.0,Spartak Moscow,Russia,,
1982,Soviet Union,10.0,Khoren Hovhannisyan,MF,MF,1955-01-10,27.0,Ararat Yerevan,,,
1982,Soviet Union,11.0,Oleg Blokhin,FW,FW,1952-11-05,29.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,12.0,Andriy Bal,MF,MF,1958-02-16,24.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,13.0,Vitaly Daraselia,MF,MF,1957-10-09,24.0,Dinamo Tbilisi,Georgia,,
1982,Soviet Union,14.0,Sergei Borovsky,DF,DF,1956-01-29,26.0,Dinamo Minsk,,,
1982,Soviet Union,15.0,Sergey Andreyev,FW,FW,1956-05-16,26.0,SKA Rostov,,,
1982,Soviet Union,16.0,Sergey Rodionov,FW,FW,1962-09-03,19.0,Spartak Moscow,Russia,,
1982,Soviet Union,17.0,Leonid Buryak,MF,MF,1953-07-10,28.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,18.0,Yuri Susloparov,DF,DF,1958-08-14,23.0,Torpedo Moscow,Russia,,
1982,Soviet Union,19.0,Vadym Yevtushenko,MF,MF,1958-01-01,24.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,20.0,Oleg Romantsev,DF,DF,1954-01-04,28.0,Spartak Moscow,Russia,,
1982,Soviet Union,21.0,Viktor Chanov,GK,GK,1959-07-21,22.0,Dynamo Kyiv,Ukraine,,
1982,Soviet Union,22.0,Vyacheslav Chanov,GK,GK,1951-10-23,30.0,Torpedo Moscow,Russia,,
1982,Spain,1.0,Luis Arconada,GK,GK,1954-06-26,27.0,Real Sociedad,Spain,,
1982,Spain,2.0,José Antonio Camacho,DF,DF,1955-06-08,27.0,Real Madrid,Spain,,
1982,Spain,3.0,Rafael Gordillo,DF,DF,1957-02-24,25.0,Real Betis,Spain,,
1982,Spain,4.0,Periko Alonso,MF,MF,1953-02-01,29.0,Real Sociedad,Spain,,
1982,Spain,5.0,Miguel Tendillo,DF,DF,1961-02-01,21.0,Valencia,Spain,,
1982,Spain,6.0,José Ramón Alexanko,DF,DF,1956-05-19,26.0,Barcelona,Spain,,
1982,Spain,7.0,Juanito,FW,FW,1954-11-10,27.0,Real Madrid,Spain,,
1982,Spain,8.0,Joaquín,MF,MF,1956-06-09,26.0,Sporting Gijón,Spain,,
1982,Spain,9.0,Jesús María Satrústegui,FW,FW,1954-01-12,28.0,Real Sociedad,Spain,,
1982,Spain,10.0,Jesús María Zamora,MF,MF,1955-01-01,27.0,Real Sociedad,Spain,,
1982,Spain,11.0,Roberto López Ufarte,FW,FW,1958-04-19,24.0,Real Sociedad,Spain,,
1982,Spain,12.0,Santiago Urquiaga,DF,DF,1958-04-14,24.0,Athletic Bilbao,Spain,,
1982,Spain,13.0,Manuel Jiménez,DF,DF,1956-10-27,25.0,Sporting Gijón,Spain,,
1982,Spain,14.0,Antonio Maceda,DF,DF,1957-05-16,25.0,Sporting Gijón,Spain,,
1982,Spain,15.0,Enrique Saura,MF,MF,1954-08-02,27.0,Valencia,Spain,,
1982,Spain,16.0,Tente Sánchez,MF,MF,1956-10-08,25.0,Barcelona,Spain,,
1982,Spain,17.0,Ricardo Gallego,MF,MF,1959-02-08,23.0,Real Madrid,Spain,,
1982,Spain,18.0,Pedro Uralde,FW,FW,1958-03-02,24.0,Real Sociedad,Spain,,
1982,Spain,19.0,Santillana,FW,FW,1952-08-23,29.0,Real Madrid,Spain,,
1982,Spain,20.0,Quini,FW,FW,1949-09-23,32.0,Barcelona,Spain,,
1982,Spain,21.0,Urruti,GK,GK,1952-02-17,30.0,Barcelona,Spain,,
1982,Spain,22.0,Miguel Ángel,GK,GK,1947-12-24,34.0,Real Madrid,Spain,,
1982,West Germany,1.0,Harald Schumacher,GK,GK,1954-03-06,28.0,1. FC Köln,Germany,,
1982,West Germany,2.0,Hans-Peter Briegel,DF,DF,1955-10-11,26.0,1. FC Kaiserslautern,Germany,,
1982,West Germany,3.0,Paul Breitner,DF,DF,1951-09-05,30.0,Bayern Munich,Germany,,
1982,West Germany,4.0,Karlheinz Förster,DF,DF,1958-07-25,23.0,VfB Stuttgart,Germany,,
1982,West Germany,5.0,Bernd Förster,DF,DF,1956-05-03,26.0,VfB Stuttgart,Germany,,
1982,West Germany,6.0,Wolfgang Dremmler,MF,MF,1954-07-12,27.0,Bayern Munich,Germany,,
1982,West Germany,7.0,Pierre Littbarski,MF,MF,1960-04-16,22.0,1. FC Köln,Germany,,
1982,West Germany,8.0,Klaus Fischer,FW,FW,1949-12-27,32.0,1. FC Köln,Germany,,
1982,West Germany,9.0,Horst Hrubesch,FW,FW,1951-04-17,31.0,Hamburger SV,Germany,,
1982,West Germany,10.0,Hansi Müller,MF,MF,1957-07-27,24.0,VfB Stuttgart,Germany,,
1982,West Germany,11.0,Karl-Heinz Rummenigge,FW,FW,1955-09-25,26.0,Bayern Munich,Germany,,
1982,West Germany,12.0,Wilfried Hannes,DF,DF,1957-05-17,25.0,Borussia Mönchengladbach,Germany,,
1982,West Germany,13.0,Uwe Reinders,FW,FW,1955-01-19,27.0,Werder Bremen,Germany,,
1982,West Germany,14.0,Felix Magath,MF,MF,1953-07-26,28.0,Hamburger SV,Germany,,
1982,West Germany,15.0,Uli Stielike,DF,DF,1954-11-15,27.0,Real Madrid,Spain,,
1982,West Germany,16.0,Thomas Allofs*,FW,FW,1959-11-17,22.0,Fortuna Düsseldorf,Germany,,
1982,West Germany,17.0,Stephan Engels*,MF,MF,1960-09-06,21.0,1. FC Köln,Germany,,
1982,West Germany,18.0,Lothar Matthäus,MF,MF,1961-03-21,21.0,Borussia Mönchengladbach,Germany,,
1982,West Germany,19.0,Holger Hieronymus*,DF,DF,1959-02-22,23.0,Hamburger SV,Germany,,
1982,West Germany,20.0,Manfred Kaltz,DF,DF,1953-01-06,29.0,Hamburger SV,Germany,,
1982,West Germany,21.0,Bernd Franke,GK,GK,1948-02-12,34.0,Eintracht Braunschweig,Germany,,
1982,West Germany,22.0,Eike Immel,GK,GK,1960-11-27,21.0,Borussia Dortmund,Germany,,
1982,Yugoslavia,1.0,Dragan Pantelić,GK,GK,1951-12-09,30.0,Bordeaux,France,,
1982,Yugoslavia,2.0,Ive Jerolimov,DF,DF,1958-03-30,24.0,Rijeka,Croatia,,
1982,Yugoslavia,3.0,Ivan Gudelj,MF,MF,1960-09-21,21.0,Hajduk Split,Croatia,,
1982,Yugoslavia,4.0,Velimir Zajec,DF,DF,1956-02-12,26.0,Dinamo Zagreb,Croatia,,
1982,Yugoslavia,5.0,Nenad Stojković,DF,DF,1956-05-26,26.0,Partizan,Serbia,,
1982,Yugoslavia,6.0,Zlatko Krmpotić,DF,DF,1958-08-07,23.0,Red Star Belgrade,Serbia,,
1982,Yugoslavia,7.0,Vladimir Petrović,MF,MF,1955-07-01,26.0,Red Star Belgrade,Serbia,,
1982,Yugoslavia,8.0,Edhem Šljivo,MF,MF,1950-03-16,32.0,Nice,France,,
1982,Yugoslavia,9.0,Zoran Vujović,DF,DF,1958-08-26,23.0,Hajduk Split,Croatia,,
1982,Yugoslavia,10.0,Zvonko Živković,FW,FW,1959-10-31,22.0,Partizan,Serbia,,
1982,Yugoslavia,11.0,Zlatko Vujović,FW,FW,1958-08-26,23.0,Hajduk Split,Croatia,,
1982,Yugoslavia,12.0,Ivan Pudar,GK,GK,1961-08-16,20.0,Hajduk Split,Croatia,,
1982,Yugoslavia,13.0,Safet Sušić,FW,FW,1955-04-13,27.0,Sarajevo,Bosnia and Herzegovina,,
1982,Yugoslavia,14.0,Nikola Jovanović,DF,DF,1952-09-18,29.0,Budućnost Titograd,,,
1982,Yugoslavia,15.0,Miloš Hrstić,DF,DF,1955-11-20,26.0,Rijeka,Croatia,,
1982,Yugoslavia,16.0,Miloš Šestić,FW,FW,1956-08-08,25.0,Red Star Belgrade,Serbia,,
1982,Yugoslavia,17.0,Jurica Jerković,MF,MF,1950-02-25,32.0,Zürich,Switzerland,,
1982,Yugoslavia,18.0,Stjepan Deverić,FW,FW,1961-08-20,20.0,Dinamo Zagreb,Croatia,,
1982,Yugoslavia,19.0,Vahid Halilhodžić,FW,FW,1952-10-15,29.0,Nantes,France,,
1982,Yugoslavia,20.0,Ivica Šurjak,MF,MF,1953-03-23,29.0,Paris Saint-Germain,France,,
1982,Yugoslavia,21.0,Predrag Pašić,MF,MF,1958-10-18,23.0,Sarajevo,Bosnia and Herzegovina,,
1982,Yugoslavia,22.0,Ratko Svilar,GK,GK,1950-05-06,32.0,Antwerp,Belgium,,
1986,Algeria,1.0,Nacerdine Drid,GK,GK,1957-01-22,29.0,MP Oran,,,
1986,Algeria,2.0,Mahmoud Guendouz,DF,DF,1953-02-24,33.0,JS El Biar,,,
1986,Algeria,3.0,Fathi Chebel,MF,MF,1956-08-19,29.0,Rouen,,,
1986,Algeria,4.0,Noureddine Kourichi,DF,DF,1954-04-12,32.0,Lille,France,,
1986,Algeria,5.0,Abdellah Medjadi Liegeon,DF,DF,1957-12-01,28.0,Monaco,France,,
1986,Algeria,6.0,Mohamed Kaci-Saïd,MF,MF,1958-05-02,28.0,RS Kouba,,,
1986,Algeria,7.0,Salah Assad,FW,FW,1958-03-13,28.0,Mulhouse,,,
1986,Algeria,8.0,Karim Maroc,MF,MF,1958-03-05,28.0,Montpellier,France,,
1986,Algeria,9.0,Djamel Menad,FW,FW,1960-07-22,25.0,JE Tizi-Ouzou,,,
1986,Algeria,10.0,Lakhdar Belloumi,MF,MF,1958-12-29,27.0,GCR Mascara,,,
1986,Algeria,11.0,Rabah Madjer,FW,FW,1958-12-15,27.0,Porto,Portugal,,
1986,Algeria,12.0,Tedj Bensaoula,FW,FW,1954-12-01,31.0,Le Havre,,,
1986,Algeria,13.0,Rachid Harkouk,FW,FW,1956-05-16,30.0,Notts County,England,,
1986,Algeria,14.0,Djamel Zidane,FW,FW,1955-04-28,31.0,Waterschei Thor,,,
1986,Algeria,15.0,Abdelhamid Sadmi,DF,DF,1961-01-01,25.0,JE Tizi-Ouzou,,,
1986,Algeria,16.0,Faouzi Mansouri,DF,DF,1956-01-17,30.0,Montpellier,France,,
1986,Algeria,17.0,Fawzi Benkhalidi,MF,MF,1963-02-03,23.0,WKF Boufarik,,,
1986,Algeria,18.0,Halim Benmabrouk,MF,MF,1960-06-25,25.0,Racing Paris,,,
1986,Algeria,19.0,Mohamed Chaïb,DF,DF,1957-05-20,29.0,RS Kouba,,,
1986,Algeria,20.0,Fodil Megharia,DF,DF,1961-05-23,25.0,ASO Chlef,,,
1986,Algeria,21.0,Larbi El Hadi,GK,GK,1961-05-27,25.0,WKF Boufarik,,,
1986,Algeria,22.0,Mourad Amara,GK,GK,1959-02-19,27.0,JE Tizi-Ouzou,,,
1986,Argentina,1.0,Sergio Almirón,FW,FW,1958-11-18,27.0,Newell's Old Boys,Argentina,,
1986,Argentina,2.0,Sergio Batista,MF,MF,1962-11-09,23.0,Argentinos Juniors,Argentina,,
1986,Argentina,3.0,Ricardo Bochini,MF,MF,1954-01-25,32.0,Independiente,Argentina,,
1986,Argentina,4.0,Claudio Borghi,MF,MF,1964-09-28,21.0,Argentinos Juniors,Argentina,,
1986,Argentina,5.0,José Luis Brown,DF,DF,1956-11-10,29.0,Deportivo Español,,,
1986,Argentina,6.0,Daniel Passarella,DF,DF,1953-05-25,33.0,Fiorentina,Italy,,
1986,Argentina,7.0,Jorge Burruchaga,MF,MF,1962-10-09,23.0,Nantes,France,,
1986,Argentina,8.0,Néstor Clausen,DF,DF,1962-09-29,23.0,Independiente,Argentina,,
1986,Argentina,9.0,José Luis Cuciuffo,DF,DF,1961-02-01,25.0,Vélez Sársfield,Argentina,,
1986,Argentina,10.0,Diego Maradona,MF,MF,1960-10-30,25.0,Napoli,Italy,50.0,23.0
1986,Argentina,11.0,Jorge Valdano,FW,FW,1955-10-04,30.0,Real Madrid,Spain,,
1986,Argentina,12.0,Héctor Enrique,MF,MF,1962-04-26,24.0,River Plate,Argentina,,
1986,Argentina,13.0,Oscar Garré,DF,DF,1956-12-09,29.0,Ferro Carril Oeste,,,
1986,Argentina,14.0,Ricardo Giusti,MF,MF,1956-12-11,29.0,Independiente,Argentina,,
1986,Argentina,15.0,Luis Islas,GK,GK,1965-12-22,20.0,Estudiantes La Plata,,,
1986,Argentina,16.0,Julio Olarticoechea,DF,DF,1958-10-18,27.0,Boca Juniors,Argentina,,
1986,Argentina,17.0,Pedro Pasculli,FW,FW,1960-05-17,26.0,Lecce,Italy,,
1986,Argentina,18.0,Nery Pumpido,GK,GK,1957-07-30,28.0,River Plate,Argentina,,
1986,Argentina,19.0,Oscar Ruggeri,DF,DF,1962-01-26,24.0,River Plate,Argentina,,
1986,Argentina,20.0,Carlos Tapia,MF,MF,1962-08-20,23.0,Boca Juniors,Argentina,,
1986,Argentina,21.0,Marcelo Trobbiani,MF,MF,1955-02-17,31.0,Elche,,,
1986,Argentina,22.0,Héctor Zelada,GK,GK,1957-04-30,29.0,América,Mexico,,
1986,Belgium,1.0,Jean-Marie Pfaff,GK,GK,1953-12-04,32.0,Bayern Munich,Germany,,
1986,Belgium,2.0,Eric Gerets,DF,DF,1954-05-18,32.0,PSV,Netherlands,,
1986,Belgium,3.0,Franky Van Der Elst,MF,MF,1961-04-30,25.0,Club Brugge,Belgium,,
1986,Belgium,4.0,Michel de Wolf,DF,DF,1958-01-19,28.0,Gent,Belgium,,
1986,Belgium,5.0,Michel Renquin,DF,DF,1955-11-03,30.0,Standard Liège,Belgium,,
1986,Belgium,6.0,Franky Vercauteren,MF,MF,1956-10-28,29.0,Anderlecht,Belgium,,
1986,Belgium,7.0,René Vandereycken,MF,MF,1953-07-22,32.0,Anderlecht,Belgium,,
1986,Belgium,8.0,Enzo Scifo,MF,MF,1966-02-19,20.0,Anderlecht,Belgium,,
1986,Belgium,9.0,Erwin Vandenbergh,FW,FW,1959-01-26,27.0,Anderlecht,Belgium,,
1986,Belgium,10.0,Philippe Desmet,MF,MF,1958-11-29,27.0,Waregem,,,
1986,Belgium,11.0,Jan Ceulemans,MF,MF,1957-02-28,29.0,Club Brugge,Belgium,,
1986,Belgium,12.0,Jacky Munaron,GK,GK,1956-09-08,29.0,Anderlecht,Belgium,,
1986,Belgium,13.0,Georges Grün,DF,DF,1962-01-25,24.0,Anderlecht,Belgium,,
1986,Belgium,14.0,Leo Clijsters,DF,DF,1956-11-06,29.0,Waterschei Thor,,,
